,date,name,type,finishers,location
8811,Oct/07/2017,The Bull Mountain Epic,50 KM,24 finishers,"Dahlonega, GA"
8812,Oct/07/2017,The Bull Mountain Epic,100 KM,10 finishers,"Dahlonega, GA"
8813,Oct/07/2017,The Feral Hog 50k,50 KM,48 finishers,"Cincinnati, OH"
8814,Oct/07/2017,Can Lake 50 Ultras,50 KM,42 finishers,"Canandaigua, NY"
8815,Oct/07/2017,Can Lake 50 Ultras,50 Miles,53 finishers,"Canandaigua, NY"
8816,Oct/07/2017,Skyline to the Sea,50 KM,135 finishers,"Saratoga, CA"
8817,Oct/07/2017,Farmdale Trail Run,30 Miles,44 finishers,"East Peoria, IL"
8818,Oct/07/2017,Farmdale Trail Run,50 Miles,28 finishers,"East Peoria, IL"
8819,Oct/07/2017,Farmdale Trail Run,100 Miles,7 finishers,"East Peoria, IL"
8820,Oct/07/2017,Lake Perry Rocks,50 KM,15 finishers,"Meriden, KS"
8821,Oct/07/2017,Bizz Johnson,50 KM,26 finishers,"Susanville, CA"
8822,Oct/07/2017,Cuyamaca 100k,100 KM,147 finishers,"Julian, CA"
8823,Oct/07/2017,Flagstaff Sky Peaks Mountain Runs,55 KM,34 finishers,"Flagstaff, AZ"
8824,Oct/07/2017,Baker Lake Ultra Trail Runs,50 KM,159 finishers,"Baker Lake, WA"
8825,Oct/07/2017,Man Against Horse,50 Miles,7 finishers,"Prescott, AZ"
8826,Oct/07/2017,Rock Bridge Revenge,50 KM,34 finishers,"Columbia, MO"
8827,Oct/07/2017,Children's Hospital Benefit Run,12 Hours,9 finishers,"Woodsfield, OH"
8828,Oct/07/2017,Foothills 50K Frenzy,50 KM,136 finishers,"Boise, ID"
8829,Oct/06/2017,Grindstone,100 Miles,182 finishers,"Swoope, VA"
8830,Oct/06/2017,Moonlight Mooncake Run,12 Hours,0 finishers,"San Diego, CA"
8831,Oct/01/2017,Thru The Leaves TRAIL Races,50 KM,28 finishers,"Rochester Hills, MI"
8832,Oct/01/2017,Blues Cruise,50 KM,370 finishers,"Reading, PA"
8833,Oct/01/2017,FATS,50 KM,73 finishers,"North Augusta, SC"
8834,Sep/30/2017,Iron Horse Ultra,100 KM,22 finishers,"St. Paul, AB"
8835,Sep/30/2017,Iron Horse Ultra,100 Miles,3 finishers,"St. Paul, AB"
8836,Sep/30/2017,Hinson Lake 24 Hour Ultra Classic,24 Hours,243 finishers,"Rockingham, NC"
8837,Sep/30/2017,Cumberland Trail,50 KM,18 finishers,"Caryville, TN"
8838,Sep/30/2017,Run for the Toad,50 KM,99 finishers,"Paris, ON"
8839,Sep/30/2017,Headwaters Trail Runs,56 KM,36 finishers,"Mount Shasta, CA"
8840,Sep/30/2017,Tortoise and the Hare 50K,50 KM,61 finishers,"Blue Ridge, GA"
8841,Sep/30/2017,The Hungerford Trail Races,50 Miles,31 finishers,"Big Rapids, MI"
8842,Sep/30/2017,Overlook Endurance Runs,50 KM,139 finishers,"Foresthill, CA"
8843,Sep/30/2017,Blazing 7's Trail Run,100 Miles,8 finishers,"Cat Spring, TX"
8844,Sep/30/2017,Blazing 7's Trail Run,100 KM,20 finishers,"Cat Spring, TX"
8845,Sep/30/2017,Blazing 7's Trail Run,50 KM,64 finishers,"Cat Spring, TX"
8846,Sep/30/2017,Driftless 50 Trail Races,50 KM,20 finishers,"Hillsboro, WI"
8847,Sep/30/2017,J&J Race and Trail Running Reunion,50 Miles,12 finishers,"Rocksprings, TX"
8848,Sep/30/2017,J&J Race and Trail Running Reunion,50 KM,40 finishers,"Rocksprings, TX"
8849,Sep/30/2017,J&J Race and Trail Running Reunion,100 KM,18 finishers,"Rocksprings, TX"
8850,Sep/30/2017,FlatRock (Fall),50 KM,74 finishers,"Independence, KS"
8851,Sep/30/2017,Children Of The Cane Ultras,50 KM,28 finishers,"Port Allen, LA"
8852,Sep/30/2017,Children Of The Cane Ultras,100 KM,3 finishers,"Port Allen, LA"
8853,Sep/30/2017,Children Of The Cane Ultras,100 Miles,7 finishers,"Port Allen, LA"
8854,Sep/30/2017,Water Gap 50k,50 KM,54 finishers,"Milford, PA"
8855,Sep/30/2017,The Bear Chase,50 KM,143 finishers,"Lakewood, CO"
8856,Sep/30/2017,The Bear Chase,50 Miles,52 finishers,"Lakewood, CO"
8857,Sep/30/2017,The Bear Chase,100 KM,23 finishers,"Lakewood, CO"
8858,Sep/30/2017,The Big Schloss,50 KM,42 finishers,"Lost City, WV"
8859,Sep/30/2017,Grand Traverse (MN),27 Miles,66 finishers,"Duluth, MN"
8860,Sep/30/2017,Dam Ruck N Run,50 KM,8 finishers,"Valley of Fire, NV"
8861,Sep/30/2017,Dam Ruck N Run,50 Miles,2 finishers,"Valley of Fire, NV"
8862,Sep/30/2017,Mighty Quail Trail 100k,100 KM,30 finishers,"Penticton, BC"
8863,Sep/30/2017,Yo Momma's Old School Trail Race,50 KM,6 finishers,"Circleville, OH"
8864,Sep/30/2017,Yo Momma's Old School Trail Race,50 Miles,10 finishers,"Circleville, OH"
8865,Sep/30/2017,Birkie Trail Run Festival,100 KM,17 finishers,"Hayward, WI"
8866,Sep/30/2017,Fall 50 Cape Cod,50 Miles,6 finishers,"Cape Cod, MA"
8867,Sep/30/2017,Moonbow Ultra,50 KM,42 finishers,"Corbin, KY"
8868,Sep/30/2017,TARC Fall Classic,50 KM,88 finishers,"Carlisle, MA"
8869,Sep/30/2017,TARC Fall Classic,50 Miles,18 finishers,"Carlisle, MA"
8870,Sep/30/2017,Mt. Taylor 50k,50 KM,156 finishers,"Grants, NM"
8871,Sep/30/2017,Run Off-The-Grid,50 KM,11 finishers,"Mattawa, ON"
8872,Sep/30/2017,Grand to Grand,167 Miles,92 finishers,"Kanab, UT"
8873,Sep/29/2017,Spartathlon,245 KM,265 finishers,"Athens,"
8874,Sep/29/2017,Yeti 100 Mile Endurance Run,100 Miles,136 finishers,"Abingdon, VA"
8875,Sep/29/2017,Yeti 100 Mile Endurance Run,50 Miles,39 finishers,"Abingdon, VA"
8876,Sep/29/2017,Beaudry Lemming Loop,24 Hours,12 finishers,"Beaudry Provincial Park, MB"
8877,Sep/29/2017,Beaudry Lemming Loop,12 Hours,9 finishers,"Beaudry Provincial Park, MB"
8878,Sep/29/2017,Beaudry Lemming Loop,6 Hours,13 finishers,"Beaudry Provincial Park, MB"
8879,Sep/29/2017,The Bear,100 Miles,222 finishers,"Logan, UT"
8880,Sep/24/2017,Vermont 50,50 KM,175 finishers,"Brownsville, VT"
8881,Sep/24/2017,Vermont 50,50 Miles,141 finishers,"Brownsville, VT"
8882,Sep/23/2017,Trails 4 Tails,40 Miles,23 finishers,"Hanover, PA"
8883,Sep/23/2017,Dances with Dirt - Hell,50 Miles,13 finishers,"Pinckney, MI"
8884,Sep/23/2017,Dances with Dirt - Hell,50 KM,69 finishers,"Pinckney, MI"
8885,Sep/23/2017,Stevens Creek Striders Trail Races,50 KM,28 finishers,"Los Altos Hills, CA"
8886,Sep/23/2017,Middle Fork Trail Run,50 KM,28 finishers,"North Bend, WA"
8887,Sep/23/2017,The Georgia Jewel,100 Miles,17 finishers,"Dalton, GA"
8888,Sep/23/2017,The Georgia Jewel,50 Miles,61 finishers,"Dalton, GA"
8889,Sep/23/2017,The Georgia Jewel,35 Miles,74 finishers,"Dalton, GA"
8890,Sep/23/2017,Germantown 50k Trail Run,50 KM,45 finishers,"Germantown, OH"
8891,Sep/23/2017,Cle Elum Ridge,50 KM,44 finishers,"Cle Elum, WA"
8892,Sep/23/2017,Noble Canyon,50 KM,204 finishers,"Pine Valley, CA"
8893,Sep/23/2017,Mountain Madness,50 KM,17 finishers,"Ringwood, NJ"
8894,Sep/23/2017,Table Rock Ultras,50 KM,244 finishers,"Morganton, NC"
8895,Sep/23/2017,Rough Creek Trail Run,40 Miles,17 finishers,"Glen Rose, TX"
8896,Sep/23/2017,Berkeley Trail Adventure,50 KM,56 finishers,"Berkeley, CA"
8897,Sep/23/2017,Silverton Ultra Dirty,100 KM,18 finishers,"Silverton, CO"
8898,Sep/23/2017,Silverton Ultra Dirty,60 KM,21 finishers,"Silverton, CO"
8899,Sep/23/2017,Flagstaff to Grand Canyon Stagecoach Line,100 Miles,34 finishers,"Flagstaff, AZ"
8900,Sep/23/2017,Flagstaff to Grand Canyon Stagecoach Line,55 KM,43 finishers,"Flagstaff, AZ"
8901,Sep/23/2017,Mountain Lakes 100,100 Miles,81 finishers,"Olallie Lake, OR"
8902,Sep/23/2017,The North Face Endurance Challenge Utah,50 Miles,90 finishers,"Park City, UT"
8903,Sep/23/2017,The North Face Endurance Challenge Utah,50 KM,154 finishers,"Park City, UT"
8904,Sep/23/2017,Night Owl Shuffle,6 Hours,3 finishers,"Lake Elmo, MN"
8905,Sep/23/2017,Fat Glass 50K,50 KM,7 finishers,"Bellevue, WA"
8906,Sep/23/2017,Fat Glass 50K,50 KM,13 finishers,"Bellevue, WA"
8907,Sep/23/2017,The Golden Ultra,60 KM,189 finishers,"Golden, BC"
8908,Sep/23/2017,Mountain RATS,50 KM,24 finishers,"Eagle, CO"
8909,Sep/23/2017,Legend Brewing Ultra,12 Hours,15 finishers,"Powhatan, VA"
8910,Sep/23/2017,Krali Marko Trails,65 KM,48 finishers,"Prilep,"
8911,Sep/23/2017,Mount Madonna Trail Run,50 KM,18 finishers,"Watsonville, CA"
8912,Sep/23/2017,Mason District Running Festival,6 Hours,12 finishers,"Annandale, VA"
8913,Sep/23/2017,Chase the Coyote Trail Race,50 KM,26 finishers,"Mono, ON"
8914,Sep/23/2017,Marji Gesick 100,50 Miles,2 finishers,"Ishpeming, MI"
8915,Sep/23/2017,Piney Woods Ultra,50 KM,29 finishers,"Tyler, TX"
8916,Sep/23/2017,Piney Woods Ultra,100 KM,5 finishers,"Tyler, TX"
8917,Sep/23/2017,We Walk! Marathon,50 KM,1 finishers,"Saint Bonifacius, MN"
8918,Sep/23/2017,Conference House Endurance Challenge,6 Hours,2 finishers,"Staten Island, NY"
8919,Sep/23/2017,Tick Tock Ultra,12 Hours,69 finishers,"Lakeland, FL"
8920,Sep/23/2017,Tick Tock Ultra,6 Hours,14 finishers,"Lakeland, FL"
8921,Sep/23/2017,Swiftwater 50K on the North Umpqua River,50 KM,17 finishers,"Glide, OR"
8922,Sep/23/2017,Rivers Edge Ultra,36 KM,38 finishers,"Devon, AB"
8923,Sep/23/2017,Rivers Edge Ultra,68 KM,9 finishers,"Devon, AB"
8924,Sep/23/2017,Rivers Edge Ultra,72 KM,7 finishers,"Devon, AB"
8925,Sep/23/2017,Whistler Alpine Meadows,55 KM,131 finishers,"Whistler, BC"
8926,Sep/22/2017,Goosebumps 6 & 24 Hour Run,24 Hours,85 finishers,"Stoddard, WI"
8927,Sep/22/2017,Marji Gesick 100,100 Miles,1 finishers,"Ishpeming, MI"
8928,Sep/22/2017,Midnight Moose Ultra,50 KM,14 finishers,"Gatineau Park, QC"
8929,Sep/22/2017,Midnight Moose Ultra,100 KM,14 finishers,"Gatineau Park, QC"
8930,Sep/17/2017,Autumn Equinox Ultra,32 Miles,19 finishers,"Pelham, AL"
8931,Sep/17/2017,Pisgah Mountain Trail Races,50 KM,77 finishers,"Chesterfield, NH"
8932,Sep/17/2017,Flagline Trail Fest,50 KM,56 finishers,"Bend, OR"
8933,Sep/17/2017,Rick O'Donnell Memorial 5.22 Mile Trail Run and Ultra Challenge,8 Hours,37 finishers,"Boonsboro, MD"
8934,Sep/16/2017,Chautauqua Ultras,50 Miles,8 finishers,"Mayville, NY"
8935,Sep/16/2017,Chautauqua Ultras,50 KM,8 finishers,"Mayville, NY"
8936,Sep/16/2017,Chautauqua Ultras,6 Hours,0 finishers,"Mayville, NY"
8937,Sep/16/2017,That Dam Hill,50 Miles,6 finishers,"London, ON"
8938,Sep/16/2017,That Dam Hill,24 Hours,21 finishers,"London, ON"
8939,Sep/16/2017,Lovers Leap of Faith - Strawberry,50 KM,2 finishers,"Strawberry, CA"
8940,Sep/16/2017,The Barkley Fall Classic,50 KM,120 finishers,"Wartburg, TN"
8941,Sep/16/2017,Shawangunk Ridge Trail (SRT) Run,50 Miles,3 finishers,"Rosendale, NY"
8942,Sep/16/2017,Shawangunk Ridge Trail (SRT) Run,30 Miles,30 finishers,"Rosendale, NY"
8943,Sep/16/2017,Coastal 50K,50 KM,60 finishers,"Stinson Beach, CA"
8944,Sep/16/2017,IMTUF 100 - Idaho Mountain Trail Ultra Festival,100 Miles,86 finishers,"McCall, ID"
8945,Sep/16/2017,Mogollon Monster 100,100 Miles,57 finishers,"Pine, AZ"
8946,Sep/16/2017,Mogollon Monster 100,105 KM,15 finishers,"Pine, AZ"
8947,Sep/16/2017,Mark Twain 100/50 Mile Endurance Runs,100 Miles,11 finishers,"Berryman, MO"
8948,Sep/16/2017,Mark Twain 100/50 Mile Endurance Runs,50 Miles,26 finishers,"Berryman, MO"
8949,Sep/16/2017,Los Pinos,50 KM,101 finishers,"Lake Elsinore, CA"
8950,Sep/16/2017,12 Hour - Adventure Trail Run,12 Hours,81 finishers,"Triangle, VA"
8951,Sep/16/2017,Forgotten Forest Ultra Run,9 Hours,47 finishers,"Stratford, CT"
8952,Sep/16/2017,The Donut Strikes Back,50 KM,35 finishers,"Mountainside, NJ"
8953,Sep/16/2017,Ponitrianska stovka,105 KM,139 finishers,"Handlova,"
8954,Sep/16/2017,Lighthouse Hill Ranch,50 KM,14 finishers,"Johnson City, TX"
8955,Sep/16/2017,Hocking Hills Indian Run,60 KM,16 finishers,"Logan, OH"
8956,Sep/16/2017,Youngstown Ultra Trail Classic,50 KM,37 finishers,"Youngstown, OH"
8957,Sep/16/2017,Frosty Mountain,50 KM,38 finishers,"Manning Park, BC"
8958,Sep/16/2017,NorthCoast 24-Hour Endurance Run,24 Hours,130 finishers,"Cleveland, OH"
8959,Sep/16/2017,The North Face Endurance Challenge Wisconsin,50 Miles,130 finishers,"Dousman, WI"
8960,Sep/16/2017,The North Face Endurance Challenge Wisconsin,50 KM,196 finishers,"Dousman, WI"
8961,Sep/16/2017,Pacifica Summit,50 KM,4 finishers,"San Pedro Valley State Park, CA"
8962,Sep/16/2017,Free to Run Trail Races,50 Miles,16 finishers,"Pittsfield, MA"
8963,Sep/16/2017,Folsom Lake Ultra Trail,68.5 Miles,28 finishers,"Auburn, CA"
8964,Sep/16/2017,Plain 100M/100K Endurance Runs,100 Miles,18 finishers,"Plain, WA"
8965,Sep/16/2017,Plain 100M/100K Endurance Runs,100 KM,8 finishers,"Plain, WA"
8966,Sep/16/2017,P.C.T.R.  Pleasant Creek Trail Run,45 KM,24 finishers,"Palo, IA"
8967,Sep/16/2017,Beaver Flat 50,50 KM,62 finishers,"Saskatchewan Landing Provincial Park, SK"
8968,Sep/16/2017,Boulder Field 100,50 KM,156 finishers,"Jim Thorpe, PA"
8969,Sep/16/2017,Boulder Field 100,100 KM,31 finishers,"Jim Thorpe, PA"
8970,Sep/16/2017,SKY ISLAND 50k at The Davis Mountains,50 KM,45 finishers,"Fort Davis, TX"
8971,Sep/16/2017,Doggettville 12 Relay and Ultra Race,12 Hours,18 finishers,"Summerfield, NC"
8972,Sep/16/2017,Chase The Sun,12 Hours,8 finishers,"Savannah, GA"
8973,Sep/16/2017,Chase The Sun,6 Hours,3 finishers,"Savannah, GA"
8974,Sep/15/2017,Shawangunk Ridge Trail (SRT) Run,70 Miles,7 finishers,"Rosendale, NY"
8975,Sep/11/2017,Patriots' Run,9.11 Hours,19 finishers,"OVERLAND PARK, KS"
8976,Sep/10/2017,Moscow Mountain Madness,50 KM,18 finishers,"Moscow, ID"
8977,Sep/10/2017,Stanky Creek Trail Race,50 KM,48 finishers,"Bartlett, TN"
8978,Sep/10/2017,Rock Cut Hobo Rendezvous,50 KM,74 finishers,"Rockford, IL"
8979,Sep/09/2017,Odyssey Trail Rampage,40 Miles,23 finishers,"Millboro, VA"
8980,Sep/09/2017,Mount Robson Ultra Marathon,50 KM,124 finishers,"Valemount, BC"
8981,Sep/09/2017,Brigade Trail Race,50 Miles,20 finishers,"Tulameen, BC"
8982,Sep/09/2017,Bohemian Alps 50K Endurance Run,50 KM,14 finishers,"Brainard, NE"
8983,Sep/09/2017,KTA Trail Challenge 50k,50 KM,119 finishers,"Airville, PA"
8984,Sep/09/2017,Crested Butte Ultra,100 KM,15 finishers,"Crested Butte, CO"
8985,Sep/09/2017,Crested Butte Ultra,55 KM,92 finishers,"Crested Butte, CO"
8986,Sep/09/2017,Backcountry Rise Trail Run,50 KM,68 finishers,"Toutle, WA"
8987,Sep/09/2017,Under Armour Mountain Running Series - Copper Mountain,50 KM,37 finishers,"Copper Mountain, CO"
8988,Sep/09/2017,Mission Tejas Trail Run,50 KM,52 finishers,"Grapeland, TX"
8989,Sep/09/2017,Dirty Dozen 50K,50 KM,22 finishers,"New York, NY"
8990,Sep/09/2017,Lost Soul Ultra,50 KM,65 finishers,"Lethbridge, AB"
8991,Sep/09/2017,Headlands Endurance Runs,50 Miles,93 finishers,"Sausalito, CA"
8992,Sep/09/2017,Headlands Endurance Runs,100 Miles,69 finishers,"Sausalito, CA"
8993,Sep/09/2017,Headlands Endurance Runs,75 Miles,21 finishers,"Sausalito, CA"
8994,Sep/09/2017,Haliburton Forest Trail Race,100 Miles,24 finishers,"West Guildford, ON"
8995,Sep/09/2017,Haliburton Forest Trail Race,50 Miles,54 finishers,"West Guildford, ON"
8996,Sep/09/2017,Haliburton Forest Trail Race,50 KM,79 finishers,"West Guildford, ON"
8997,Sep/09/2017,Hawk Hundred,50 Miles,72 finishers,"Lawrence, KS"
8998,Sep/09/2017,Hawk Hundred,100 Miles,25 finishers,"Lawrence, KS"
8999,Sep/09/2017,Do-Wacka-Do Trail Run,50 KM,19 finishers,"Erick, OK"
9000,Sep/09/2017,Do-Wacka-Do Trail Run,50 Miles,20 finishers,"Erick, OK"
9001,Sep/09/2017,Pine Creek Challenge,100 Miles,35 finishers,"Wellsboro, PA"
9002,Sep/09/2017,Pine Creek Challenge,100 KM,35 finishers,"Wellsboro, PA"
9003,Sep/09/2017,American Heroes Run,9 Hours,8 finishers,"Longmont, CO"
9004,Sep/09/2017,Evergreen Lake Ultras,100 KM,14 finishers,"Hudson, IL"
9005,Sep/09/2017,Evergreen Lake Ultras,50 KM,54 finishers,"Hudson, IL"
9006,Sep/09/2017,Rebecca Mountain,50 Miles,77 finishers,"Sylacauga, AL"
9007,Sep/09/2017,Devil on the Divide 50K,50 KM,81 finishers,"Empire, CO"
9008,Sep/09/2017,Finlayson Arm,50 KM,115 finishers,"Victoria, BC"
9009,Sep/09/2017,Riverbend Park Ultras,12 Hours,14 finishers,"Jupiter, FL"
9010,Sep/09/2017,Riverbend Park Ultras,50 KM,17 finishers,"Jupiter, FL"
9011,Sep/09/2017,Javelina Jangover Night Runs,50 KM,64 finishers,"Scottsdale, AZ"
9012,Sep/09/2017,Javelina Jangover Night Runs,75 KM,17 finishers,"Scottsdale, AZ"
9013,Sep/09/2017,Run Woodstock,50 Miles,91 finishers,"Pinckeny, MI"
9014,Sep/09/2017,Run Woodstock,50 KM,173 finishers,"Pinckeny, MI"
9015,Sep/09/2017,Devil Mountain,50 KM,25 finishers,"Pagosa Springs, CO"
9016,Sep/09/2017,Devil Mountain,50 Miles,5 finishers,"Pagosa Springs, CO"
9017,Sep/09/2017,Hamster Endurance Runs,24 Hours,4 finishers,"Bellingham, WA"
9018,Sep/09/2017,Hamster Endurance Runs,12 Hours,15 finishers,"Bellingham, WA"
9019,Sep/09/2017,Hamster Endurance Runs,6 Hours,7 finishers,"Bellingham, WA"
9020,Sep/09/2017,Hamster Endurance Runs,32 Hours,13 finishers,"Bellingham, WA"
9021,Sep/09/2017,SLO Ultra,50 Miles,72 finishers,"San Luis Obispo, CA"
9022,Sep/09/2017,The 3 Bears,50 Miles,4 finishers,"Preston, ID"
9023,Sep/09/2017,The 3 Bears,50 KM,9 finishers,"Preston, ID"
9024,Sep/09/2017,Terra Sans Pave Trail Runs,8 Hours,12 finishers,"Morton Grove, IL"
9025,Sep/08/2017,The 3 Bears,100 Miles,1 finishers,"Preston, ID"
9026,Sep/08/2017,Superior Fall Trail Races,50 Miles,105 finishers,"Two Harbors, MN"
9027,Sep/08/2017,Superior Fall Trail Races,100 Miles,169 finishers,"Two Harbors, MN"
9028,Sep/08/2017,Wasatch Front,100 Miles,201 finishers,"Kaysville, UT"
9029,Sep/08/2017,Run Rabbit Run,100 Miles,185 finishers,"Steamboat Springs, CO"
9030,Sep/08/2017,Run Rabbit Run,50 Miles,127 finishers,"Steamboat Springs, CO"
9031,Sep/08/2017,Lost Soul Ultra,100 Miles,19 finishers,"Lethbridge, AB"
9032,Sep/08/2017,Lost Soul Ultra,100 KM,49 finishers,"Lethbridge, AB"
9033,Sep/08/2017,Run Woodstock,100 Miles,91 finishers,"Pinckeny, MI"
9034,Sep/08/2017,Run Woodstock,100 KM,35 finishers,"Pinckeny, MI"
9035,Sep/08/2017,American Heroes Run,24 Hours,21 finishers,"Longmont, CO"
9036,Sep/08/2017,Tahoe 200 Endurance Run,200 Miles,123 finishers,"Homewood, CA"
9037,Sep/08/2017,Ultra-Trail Harricana™ of Canada (UTHC),125 KM,120 finishers,"La Malbaie, QC"
9038,Sep/08/2017,Ultra-Trail Harricana™ of Canada (UTHC),65 KM,233 finishers,"La Malbaie, QC"
9039,Sep/08/2017,Finlayson Arm,100 KM,27 finishers,"Victoria, BC"
9040,Sep/07/2017,Hullabaloo 50K (Steep Canyon 50K),50 KM,54 finishers,"Hendersonville, NC"
9041,Sep/04/2017,Bad Azz 50K,50 KM,5 finishers,"Lacey, WA"
9042,Sep/04/2017,Jay Peak Running Festival,33 Miles,27 finishers,"Jay Peak, VT"
9043,Sep/03/2017,Lake Michigan Trail Marathon 50k,50 KM,20 finishers,"Cudahy, WI"
9044,Sep/03/2017,Olander 24-Hour Ultra & Team Relay,24 Hours,67 finishers,"Sylvania, OH"
9045,Sep/03/2017,Labor Pain,12 Hours,259 finishers,"Reading, PA"
9046,Sep/03/2017,Rut Mountain Runs,50 KM,379 finishers,"Big Sky, MT"
9047,Sep/03/2017,Walk in the Park,50 KM,15 finishers,"Kamloops, BC"
9048,Sep/03/2017,Flatlanders,6 Hours,27 finishers,"Fenton, MO"
9049,Sep/03/2017,Flatlanders,12 Hours,25 finishers,"Fenton, MO"
9050,Sep/02/2017,Pinellas Trail Challenge,46 Miles,71 finishers,"St. Petersburg, FL"
9051,Sep/02/2017,Wildcat 100,100 KM,4 finishers,"Pensacola, FL"
9052,Sep/02/2017,Wildcat 100,100 Miles,13 finishers,"Pensacola, FL"
9053,Sep/02/2017,Wildcat 100,50 KM,17 finishers,"Pensacola, FL"
9054,Sep/02/2017,The Ring,71 Miles,45 finishers,"Massanutten Mountains, VA"
9055,Sep/02/2017,Tantalus Triple Trek,30 Miles,59 finishers,"Oahu, HI"
9056,Sep/02/2017,Three Corner Rock PCT 50K (Bunker to Bonneville),50 KM,52 finishers,"Carson, WA"
9057,Sep/02/2017,Badgerland Striders 24-12-6 Hour Runs,24 Hours,17 finishers,"Delafield, WI"
9058,Sep/02/2017,Badgerland Striders 24-12-6 Hour Runs,12 Hours,16 finishers,"Delafield, WI"
9059,Sep/02/2017,Badgerland Striders 24-12-6 Hour Runs,6 Hours,3 finishers,"Delafield, WI"
9060,Sep/02/2017,Badgerland Striders 24-12-6 Hour Runs,6 Hours,3 finishers,"Delafield, WI"
9061,Sep/02/2017,Hideaway Hundred,50 KM,48 finishers,"Winter Park, CO"
9062,Sep/02/2017,Hideaway Hundred,100 KM,3 finishers,"Winter Park, CO"
9063,Sep/02/2017,The North Face Grand Traverse Mountain Run,40 Miles,143 finishers,"Crested Butte, CO"
9064,Sep/02/2017,A Day at the Beach,24 Hours,8 finishers,"Chugiak, AK"
9065,Sep/02/2017,A Day at the Beach,12 Hours,1 finishers,"Chugiak, AK"
9066,Sep/02/2017,A Day at the Beach,6 Hours,1 finishers,"Chugiak, AK"
9067,Sep/02/2017,Ultra Santa Fe,50 KM,59 finishers,"Santa Fe, NM"
9068,Sep/02/2017,Ultra Santa Fe,50 Miles,12 finishers,"Santa Fe, NM"
9069,Sep/02/2017,Iron Mountain,50 Miles,88 finishers,"Damascus, VA"
9070,Sep/02/2017,Iron Mountain,30 Miles,98 finishers,"Damascus, VA"
9071,Sep/02/2017,La Chute du Diable,50 KM,102 finishers,"Montreal, QC"
9072,Sep/02/2017,La Chute du Diable,50 Miles,47 finishers,"Montreal, QC"
